"indicator","subtopic","short.description","population","year","group","female","female.low.CI","female.high.CI","male","male.low.CI","male.high.CI","total","total.low.CI","total.high.CI","estimated.number","estimated.number.low.CI","estimated.number.high.CI"
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"25-44",10.3,7.5,13.6,14.1,8.4,21.8,12.1,9,16,141000,104000,185000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"45-64",22.2,17.3,27.8,29,22.8,35.8,25.5,21.5,29.8,279000,235000,326000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"65+",21.1,15.3,27.8,27.3,21.2,34.1,24,19.8,28.6,168000,138000,2e+05
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Non-problem gambler",19.7,16.5,23.2,26.9,22.5,31.7,23.1,20.4,26,545000,481000,613000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Low-risk gambler",39.7,20.2,61.9,37,14.4,65,38.2,21.8,57,41000,23000,61000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,35.8,12.7,65.2,24000,8000,43000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Maori",12.7,8.4,18.3,19.5,12.5,28.2,15.9,12,20.6,75000,56000,97000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Pacific",13,7.8,19.8,14.6,9,21.7,13.8,9.8,18.5,31000,22000,41000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"Asian",4.8,1.9,9.6,12.7,6.1,22.3,8.6,5,13.6,40000,23000,62000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2014,"European/Other",16.3,13.5,19.4,20.9,16.9,25.3,18.5,16,21.1,506000,438000,579000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Least (1-3)",12.5,9.2,16.6,11.6,8.8,14.9,12.1,9.7,14.7,141000,113000,171000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Mid (4-7)",17,13.7,20.6,16.5,13.2,20.3,16.7,14.3,19.5,275000,234000,319000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Most (8-10)",16.3,13.2,19.8,20,16,24.5,18.2,15.7,20.9,177000,153000,203000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Total",15.4,13.5,17.5,16,14.1,18,15.7,14.3,17.2,592000,540000,647000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"15-24",2.1,0.5,5.7,0.5,0.1,1.7,1.3,0.4,3,8000,3000,20000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"25-44",10.7,7.9,14.2,10,7.3,13.4,10.4,8.4,12.6,127000,103000,154000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"45-64",22,18.1,26.2,24.6,20.2,29.3,23.2,20.2,26.4,278000,242000,316000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"65+",24.1,18.7,30.2,28.1,22.1,34.8,26.1,21.7,30.9,179000,148000,211000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Non-problem gambler",22,19.2,25.1,20.9,18.2,24,21.5,19.4,23.7,530000,479000,583000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Low-risk gambler",28.5,15.3,45.2,36.3,22.8,51.6,32.7,23.2,43.3,41000,29000,54000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Moderate-risk or problem gambler",36.9,14,65.1,35.8,15.7,60.4,36.2,20.7,54.1,21000,12000,31000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Maori",13.4,10.4,16.9,21.1,16.5,26.2,17.1,14.3,20.1,85000,71000,1e+05
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Pacific",11.6,7.6,16.7,20.7,15,27.4,16.3,12.7,20.5,41000,32000,52000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Asian",5.8,2.7,10.7,8.3,3.9,15,7,4.1,11,38000,22000,61000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"European/Other",17.4,15,20,16.4,14.2,18.7,16.9,15.3,18.6,484000,437000,534000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Least (1-3)",8.9,6,12.5,14,9,20.5,11.4,8.4,15.1,144000,106000,190000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Mid (4-7)",14.2,11.2,17.7,15.3,10.9,20.6,14.7,12,17.8,229000,187000,277000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Most (8-10)",14.4,10.8,18.6,18.6,13.9,24.1,16.5,13.7,19.5,181000,151000,215000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Total",12.5,10.7,14.5,16,13.2,19.2,14.2,12.6,16,560000,497000,630000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"15-24",1.4,0.3,4.2,2.2,0.3,7.8,1.8,0.4,5.3,12000,3000,35000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"25-44",6.8,4.8,9.3,9.1,5.1,14.7,7.9,5.6,10.8,103000,73000,140000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"45-64",17.3,13.4,21.9,23.9,17.1,31.9,20.4,16.5,24.8,244000,197000,296000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"65+",23.3,18.4,28.8,28.7,22,36.2,25.9,21.9,30.2,201000,170000,234000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Non-problem gambler",18.2,15.5,21.2,24.4,20.2,29,21.1,18.7,23.7,513000,455000,576000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Low-risk gambler",21.2,8.9,39,22.5,7.6,45.5,22.1,11,37.2,31000,16000,53000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Moderate-risk or problem gambler",NA,NA,NA,13.6,2.4,37.2,20,7.1,40.1,15000,5000,30000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Maori",13.8,9.9,18.6,16,11.7,21.1,14.9,11.9,18.2,77000,61000,94000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Pacific",11.6,7.3,17,19.3,12.7,27.3,15.4,11.6,20,41000,31000,53000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Asian",3.3,0.9,8,13,4.7,26.8,8,3.6,14.8,49000,22000,90000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"European/Other",14.2,12,16.7,16.1,13,19.7,15.1,13.2,17.2,450000,392000,512000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2014,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2014,"Mid (4-7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2014,"Most (8-10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2014,"Total",NA,NA,NA,NA,NA,NA,54.9,32.8,75.2,16000,10000,22000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2014,"Maori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2014,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2014,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2014,"European/Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"Mid (4-7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"Most (8-10)",NA,NA,NA,NA,NA,NA,34.5,14.2,60.1,8000,3000,15000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"Total",34.3,16.1,56.7,61,34.2,83.6,49.3,32.7,66.1,33000,22000,44000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"25-44",NA,NA,NA,NA,NA,NA,59.8,32.6,83.1,18000,10000,24000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"45-64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"Maori",NA,NA,NA,NA,NA,NA,41.3,18,68,6000,3000,10000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2016,"European/Other",NA,NA,NA,NA,NA,NA,39.4,21.6,59.6,18000,10000,27000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"Mid (4-7)",NA,NA,NA,NA,NA,NA,55,31.5,76.9,40000,23000,55000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"Most (8-10)",48.7,25.4,72.4,NA,NA,NA,37,21.9,54.2,25000,15000,37000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"Total",41.5,24,60.9,44.3,23.8,66.3,43.1,30.6,56.6,74000,52000,97000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"25-44",34.7,12.3,63.6,NA,NA,NA,49.4,25.8,73.1,38000,20000,57000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"45-64",NA,NA,NA,NA,NA,NA,68.2,42.8,87.5,27000,17000,34000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"Maori",NA,NA,NA,NA,NA,NA,32.3,15.4,53.5,14000,6000,22000
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use vaping/e-cigarettes to stop smoking completely (only current users)","adults who have tried e-cigarettes",2018,"European/Other",41.3,20.6,64.5,45.9,20.6,72.8,43.9,27.6,61.2,60000,37000,83000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2014,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2014,"Mid (4-7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2014,"Most (8-10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2014,"Total",NA,NA,NA,NA,NA,NA,23.4,9.1,48.3,7000,3000,14000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2014,"Maori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2014,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2014,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2014,"European/Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"Mid (4-7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"Most (8-10)",NA,NA,NA,NA,NA,NA,20.5,3.5,52.5,5000,1000,13000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"Total",17.7,5.6,37.7,37.7,14.7,65.7,29,16.3,46,19000,11000,30000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"25-44",NA,NA,NA,NA,NA,NA,31.6,11.3,59,9000,3000,17000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"45-64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"Maori",NA,NA,NA,NA,NA,NA,13.3,3.1,33.1,2000,0,5000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2016,"European/Other",NA,NA,NA,NA,NA,NA,38.7,20.5,59.5,18000,9000,27000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"Mid (4-7)",NA,NA,NA,NA,NA,NA,15.9,5.7,32.5,11000,4000,23000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"Most (8-10)",25.4,9.6,48.1,NA,NA,NA,28.4,13.2,48.3,19000,9000,33000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"Total",26.1,13.5,42.3,18.7,7.3,36.1,21.8,13.9,32.5,37000,24000,56000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"25-44",39.2,14.8,68.3,NA,NA,NA,19.6,7.6,37.7,15000,6000,29000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"45-64",NA,NA,NA,NA,NA,NA,11.5,3,27.6,4000,1000,11000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"Maori",NA,NA,NA,NA,NA,NA,34.5,13.9,60.7,14000,6000,25000
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping/e-cigarettes to reduce the amount of tobacco smoked (only those who currently use)","adults who have tried e-cigarettes",2018,"European/Other",22.9,9.9,41.4,15.7,4.4,35.4,18.8,10,30.8,26000,14000,42000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"Least (1-3)",34.6,29.1,40.3,40.8,33.6,48.3,37.5,33.4,41.9,437000,388000,487000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"Mid (4-7)",31.1,26.7,35.9,32.8,27.5,38.3,31.9,28.4,35.5,523000,466000,582000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"Most (8-10)",27.4,23.7,31.5,41.2,34.5,48,34.4,30.5,38.6,334000,296000,374000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"Total",31.3,28.6,34.2,37.5,34,41,34.3,32.2,36.5,1294000,1214000,1377000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"15-24",34.3,25.6,43.8,49.4,39.8,59,42.2,35.9,48.6,282000,241000,325000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"25-44",34,29.1,39.1,37.1,31.3,43.2,35.5,31.7,39.5,434000,387000,483000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"45-64",30,25.5,34.7,33.7,28.3,39.4,31.7,28.1,35.5,379000,336000,425000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"65+",26.1,20.7,32.2,32,25.8,38.7,29,24.8,33.5,198000,170000,229000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"Maori",28.3,22.6,34.7,36.1,29.1,43.6,32,27.4,36.9,159000,136000,183000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"Pacific",21.1,14.7,28.7,35.3,25.2,46.4,28.4,22.5,35,72000,57000,89000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"Asian",25.5,17,35.6,22.1,14,32.1,23.8,18.1,30.3,131000,1e+05,166000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2016,"European/Other",33.4,30.2,36.7,41.2,37.2,45.4,37.2,34.7,39.8,1065000,994000,1139000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"Least (1-3)",27.9,21.8,34.6,38.7,29.5,48.7,33.2,28.1,38.6,420000,355000,488000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"Mid (4-7)",25.1,20.6,30.1,32,25.8,38.7,28.4,24.7,32.4,442000,384000,504000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"Most (8-10)",23.9,19,29.4,31.1,24.2,38.6,27.5,23,32.3,303000,254000,356000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"Total",25.9,23,28.9,33.9,29.7,38.2,29.8,27.3,32.3,1173000,1077000,1274000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"15-24",39.9,29.5,50.9,57,41.3,71.8,48.7,39.6,58,328000,266000,390000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"25-44",27.2,22,33,34.3,28.1,41,30.7,26.7,35,399000,347000,455000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"45-64",23.3,18.5,28.6,30.1,23.7,37.2,26.5,22.6,30.7,317000,270000,367000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"65+",16.4,11.6,22.1,17.1,11.3,24.4,16.7,13,21.1,130000,1e+05,164000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"Maori",27.1,20.2,35,38.6,29.1,48.8,32.6,27.1,38.4,168000,140000,198000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"Pacific",28.6,20.1,38.3,31.8,20.9,44.5,30.2,23,38.2,79000,61000,1e+05
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"Asian",12.1,6.8,19.4,33.2,25,42.2,22.4,17.5,27.9,136000,106000,170000
"ind_63","Vaping / e-cigarettes","Agree that e-cigarettes are safer than tobacco","adults",2018,"European/Other",28.2,24.5,32,35.7,30.5,41.2,31.9,28.7,35.1,946000,853000,1043000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"Least (1-3)",23,17.3,29.4,26.7,18.5,36.2,24.8,19.2,31.2,235000,182000,295000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"Mid (4-7)",26.3,21,32.1,30,24.2,36.2,28,23.6,32.8,420000,353000,492000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"Most (8-10)",21.4,15.8,28,22.3,16.3,29.2,21.8,17.7,26.4,229000,186000,277000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"Total",24,20.8,27.4,26.7,23.2,30.5,25.3,22.7,28,885000,795000,981000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"15-24",28.9,20.2,39,30,21.2,40.1,29.5,23.5,36.1,183000,146000,224000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"25-44",30.2,24.6,36.3,38.6,31.5,46.1,34.2,29.3,39.4,392000,335000,451000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"45-64",20.8,15.7,26.7,20.4,15.1,26.5,20.6,16.8,24.9,228000,186000,276000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"65+",13.3,9,18.7,12.9,8.3,18.7,13.1,9.6,17.3,82000,60000,108000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"Maori",23.7,18,30.2,25,17.7,33.4,24.3,19.5,29.5,111000,89000,135000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"Pacific",22.7,14.7,32.5,29,20.6,38.6,25.8,19.2,33.3,52000,39000,67000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"Asian",22.5,14.6,32.2,32.1,21.2,44.7,27,20.4,34.5,107000,81000,137000
"ind_64","Vaping / e-cigarettes","Agree that e-cigarettes help people quit smoking","adults",2012,"European/Other",24.6,20.7,28.9,26,21.9,30.5,25.3,22.3,28.5,686000,605000,773000
