"indicator","subtopic","short.description","population","group","percent.12","percent.14","percent.16","percent.18","p.value.18.12","p.value.18.14","p.value.18.16","p.value.16.12","p.value.16.14"
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","European/Other",43.2,50,62.2,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Least (1-3)",43.3,45.3,57.2,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Mid (4-7)",44.4,47.7,59.8,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Most (8-10)",40.1,49.9,55.6,NA,NA,NA,NA,0,0.1
"ind_4","Gambling participation","Online gambling on overseas website","adults","Total",1.4,3.5,3.2,2.2,0.3,0.1,0.1,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","Men",2.2,5.4,5.2,3.4,0.3,0.2,0.1,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","Women",0.7,1.8,1.4,1,0.5,0.3,0.4,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","15-24",3.2,2.6,3.6,3.7,0.9,0.7,1,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","25-44",2.2,5,4.3,3.3,0.5,0.3,0.4,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","45-64",0.2,3.2,2.5,1,0.2,0.1,0.1,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","65+",0.3,2.4,2.2,1,0.3,0.4,0.4,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","Maori",1.3,2.9,3.1,5.8,0,0.2,0.2,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","Pacific",0.5,4.1,4.1,1.4,0.3,0.5,0.1,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","Asian",2.9,1.9,3.8,0.3,0.3,0.3,0.1,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","European/Other",1.2,4,3.2,2.3,0.1,0.1,0.2,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","Least (1-3)",1.8,3,3.5,1.5,0.9,0.3,0.1,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","Mid (4-7)",0.8,3.5,3.8,1.6,0.2,0.1,0,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","Most (8-10)",2,4.3,1.9,3.8,0.3,0.8,0.1,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","Non-problem gambler",1.9,4.4,4,2,1,0,0,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","Low-risk gambler",4.5,6.5,9.3,14.7,0.2,0.3,0.5,NA,NA
"ind_4","Gambling participation","Online gambling on overseas website","adults","Moderate-risk or problem gambler",2.9,24.8,18.8,22.6,0.1,0.9,0.8,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Total",46,51.8,43.4,49.5,0.4,0.6,0.2,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Men",49.2,55.5,43.5,51.6,0.7,0.6,0.2,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Women",42.3,47.3,43.3,46.3,0.5,0.9,0.6,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","15-24",48.1,54.5,26.1,52.7,0.7,0.9,0,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","25-44",44.8,51.4,46.3,37.5,0.2,0,0.2,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","45-64",45.6,49.9,49.6,60,0.1,0.2,0.2,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","65+",47.5,53.1,50.9,58.6,0.4,0.7,0.6,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Maori",47,44.9,43.5,40.3,0.3,0.5,0.6,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Pacific",54.5,42.9,41.4,39.9,0.1,0.8,0.9,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","European/Other",42.6,53.8,44.9,50.8,0.2,0.6,0.3,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Least (1-3)",38.8,54.7,46.4,47.8,0.5,0.6,0.9,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Mid (4-7)",48.3,54.2,42.5,50.7,0.7,0.6,0.3,NA,NA
"ind_41","Quit smoking","Quit attempts - none","adult smokers and recent quitters","Most (8-10)",47,48.4,42.9,49,0.8,0.9,0.3,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Total",27,26,27.1,27.9,0.8,0.6,0.8,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Men",27.1,23.5,27.2,27.7,0.9,0.5,0.9,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Women",26.9,29,26.9,28.2,0.8,0.9,0.8,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","15-24",23.2,32.8,41.2,23.7,1,0.4,0.1,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","25-44",28,24.5,24.6,35,0.3,0.1,0.1,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","45-64",28.8,22,21.7,23.8,0.5,0.8,0.8,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","65+",28,28.8,23.5,21.7,0.6,0.7,0.9,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Maori",29.8,34,23.3,36.5,0.3,0.7,0,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Pacific",16.7,26.4,32.8,35.7,0,0.4,0.8,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","European/Other",27.9,25.4,25.5,26.8,0.9,0.8,0.8,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Least (1-3)",44.2,30.7,18,24.5,0.1,0.6,0.5,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Mid (4-7)",21.4,23.5,29.7,27.1,0.4,0.6,0.7,NA,NA
"ind_42","Quit smoking","Quit attempts - one","adult smokers and recent quitters","Most (8-10)",25,26.1,28.9,30.1,0.4,0.5,0.8,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","Total",26.2,22.2,29.5,22.7,0.4,0.9,0.1,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","Men",22.1,21,29.3,20.7,0.8,1,0.1,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","Women",30.8,23.7,29.8,25.5,0.4,0.8,0.5,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","15-24",25.4,12.6,32.7,23.6,0.9,0.3,0.4,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","25-44",27.2,24.1,29.1,27.6,1,0.6,0.8,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","45-64",25.6,28.1,28.7,16.2,0.1,0.1,0,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","65+",24.5,18.1,25.6,19.7,0.7,0.9,0.7,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","Maori",23.2,21.1,33.2,23.2,1,0.7,0.1,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","Pacific",28.8,30.7,25.9,24.4,0.6,0.5,0.9,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","European/Other",28.2,20.8,29.6,22.4,0.2,0.7,0.1,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","Least (1-3)",17,14.6,35.6,27.7,0.3,0.2,0.5,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","Mid (4-7)",30.4,22.3,27.8,22.2,0.2,1,0.4,NA,NA
"ind_43","Quit smoking","Quit attempts - 2 or more","adult smokers and recent quitters","Most (8-10)",26,25.5,28.2,20.9,0.3,0.4,0.2,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","Total",58.8,58.9,61.6,54.8,0.1,0.1,0,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","Men",62,62.6,67.7,59.7,0.5,0.4,0,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","Women",55.8,55.5,55.7,50,0,0,0,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","15-24",53.4,46,46.7,45.5,0.2,0.9,0.8,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","25-44",57.2,60.2,61.3,54,0.4,0.1,0,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","45-64",62.9,62.5,66.3,56.3,0,0.1,0,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","65+",59.8,63.2,68.4,61.7,0.6,0.7,0,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","Maori",80.1,73.2,77.8,73.2,0.1,1,0.2,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","Pacific",55.5,61.2,54.7,52.2,0.5,0.1,0.6,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","Asian",26.7,34.9,29.8,23.9,0.6,0.1,0.2,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","European/Other",58.3,61.1,67,59.5,0.6,0.6,0,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","Least (1-3)",56.3,54,60.2,48,0.1,0.2,0,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","Mid (4-7)",57.2,59.4,61.8,58.1,0.8,0.7,0.3,NA,NA
"ind_44","Current smoking","Ever smoked tobacco","adults","Most (8-10)",63.3,64.4,62.8,57.3,0.1,0.1,0.1,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","Total",15,NA,15.3,15.3,0.1,NA,0.9,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","Men",14.6,NA,15.1,15.1,0.1,NA,0.9,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","Women",15.4,NA,15.5,15.6,0.4,NA,0.7,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","15-24",14.8,NA,15.3,15.4,0.3,NA,0.8,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","25-44",14.8,NA,15.1,15.5,0,NA,0.3,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","45-64",14.8,NA,15.1,15.1,0.4,NA,1,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","65+",15.9,NA,16.1,15.5,0.5,NA,0.2,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","Maori",13.8,NA,14.6,13.9,0.7,NA,0,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","Pacific",15.5,NA,16,16.5,0,NA,0.4,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","Asian",17.2,NA,17.4,18.9,0.2,NA,0.1,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","European/Other",15.1,NA,15.2,15.2,0.9,NA,0.9,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","Least (1-3)",15.2,NA,15.7,15.3,0.7,NA,0.3,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","Mid (4-7)",14.9,NA,15.2,15.8,0,NA,0.1,NA,NA
"ind_45","Current smoking","Age of first try","adults who have tried smoking","Most (8-10)",15,NA,15.1,14.8,0.5,NA,0.3,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","Total",17.5,NA,17.8,17.6,0.8,NA,0.4,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","Men",17.2,NA,17.5,17.4,0.7,NA,0.6,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","Women",17.8,NA,18,17.8,1,NA,0.6,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","15-24",16.1,NA,16.7,16.1,0.9,NA,0.3,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","25-44",16.8,NA,16.9,17.5,0,NA,0.1,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","45-64",17.9,NA,18.2,17.6,0.5,NA,0.1,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","65+",19,NA,18.8,18.4,0.3,NA,0.5,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","Maori",16.6,NA,16.9,16.5,0.7,NA,0.3,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","Pacific",17.6,NA,18.3,18.6,0.1,NA,0.6,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","Asian",19.2,NA,19.6,19.9,0.7,NA,0.7,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","European/Other",17.7,NA,17.7,17.5,0.4,NA,0.4,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","Least (1-3)",17.9,NA,18.3,17.7,0.8,NA,0.2,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","Mid (4-7)",17.4,NA,17.6,17.9,0.2,NA,0.5,NA,NA
"ind_46","Current smoking","Age of starting smoking daily","adults who ever smoked daily","Most (8-10)",17.5,NA,17.5,17.1,0.3,NA,0.2,NA,NA
"ind_47","Current smoking","Smoker - current","adults","Total",16.5,16.8,16,14.7,0.2,0.2,0.4,NA,NA
"ind_47","Current smoking","Smoker - current","adults","Men",17.9,19.8,18.3,18.1,0.9,0.5,0.9,NA,NA
"ind_47","Current smoking","Smoker - current","adults","Women",15.2,14.1,13.8,11.5,0,0.1,0.1,NA,NA
"ind_47","Current smoking","Smoker - current","adults","15-24",22.8,19.8,18.1,22.8,1,0.6,0.4,NA,NA
"ind_47","Current smoking","Smoker - current","adults","25-44",20.6,22.7,19.2,14.8,0,0,0.1,NA,NA
"ind_47","Current smoking","Smoker - current","adults","45-64",15.3,15.7,17.4,15.7,0.9,1,0.5,NA,NA
"ind_47","Current smoking","Smoker - current","adults","65+",4.8,6.2,5.6,6,0.4,0.9,0.8,NA,NA
"ind_47","Current smoking","Smoker - current","adults","Maori",36.5,35.8,30.6,32.9,0.4,0.5,0.6,NA,NA
"ind_47","Current smoking","Smoker - current","adults","Pacific",29.1,27.9,26.2,22.5,0.1,0.3,0.4,NA,NA
"ind_47","Current smoking","Smoker - current","adults","Asian",7.5,9.5,11.3,7.9,0.9,0.7,0.4,NA,NA
"ind_47","Current smoking","Smoker - current","adults","European/Other",13.7,14.8,14.4,14,0.9,0.7,0.8,NA,NA
"ind_47","Current smoking","Smoker - current","adults","Least (1-3)",10.4,9.1,10.1,7.4,0.2,0.5,0.3,NA,NA
"ind_47","Current smoking","Smoker - current","adults","Mid (4-7)",16,15.1,15.1,15.1,0.7,1,1,NA,NA
"ind_47","Current smoking","Smoker - current","adults","Most (8-10)",22.7,30.3,24.5,22.7,1,0,0.5,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","Total",13.3,11.5,14.9,12,0.4,0.7,0,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","Men",13.3,12,16.1,11.5,0.5,0.8,0,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","Women",13.3,10.9,13.8,12.4,0.7,0.4,0.4,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","15-24",15.1,12.1,15.6,13.2,0.8,0.8,0.6,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","25-44",13.6,11.7,15.8,11.8,0.5,1,0.1,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","45-64",13.7,12.7,14,11.6,0.4,0.7,0.3,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","65+",10,8.7,14.3,11.8,0.5,0.2,0.3,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","Maori",13.8,7.7,12.9,11.7,0.5,0.2,0.7,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","Pacific",10.2,9,10.3,8.2,0.6,0.8,0.6,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","Asian",5,8.5,6.8,4.5,0.8,0.2,0.4,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","European/Other",14,12.8,17.4,14.1,1,0.5,0.1,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","Least (1-3)",13.6,12.5,18.8,13.6,1,0.7,0.1,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","Mid (4-7)",12.5,12.6,15.3,14.4,0.5,0.5,0.7,NA,NA
"ind_48","Current smoking","Smoker - past experimental","adults","Most (8-10)",14,8.1,9.6,6.5,0,0.4,0.1,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","Total",28.5,30.6,30.5,26.9,0.3,0,0,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","Men",30.2,30.8,33.3,28.4,0.5,0.4,0,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","Women",27,30.5,27.9,25.6,0.5,0,0.2,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","15-24",14.8,14.2,12.6,6.6,0,0.1,0.1,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","25-44",22.3,25.8,26.1,26.2,0.2,0.9,1,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","45-64",33.4,34.1,34.8,28.5,0.1,0.1,0,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","65+",45,48.3,48.4,43.5,0.7,0.2,0.1,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","Maori",28.1,29.7,34.3,25.9,0.5,0.3,0,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","Pacific",15.5,24.3,17.5,19.4,0.3,0.3,0.6,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","Asian",14.2,16.9,11.5,10,0.4,0.2,0.7,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","European/Other",30.2,33.4,35.1,30.4,0.9,0.1,0,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","Least (1-3)",31.9,32.4,31.3,25.7,0.1,0.1,0.1,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","Mid (4-7)",28,31.7,31.1,27.7,0.9,0.2,0.2,NA,NA
"ind_49","Current smoking","Smoker - recent/past quitter","adults","Most (8-10)",26.2,26.1,28.6,26.7,0.9,0.8,0.5,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Total",15.7,14.4,12.2,11.3,0,0,0.5,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Men",20.7,18.3,17.5,15,0,0.2,0.3,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Women",11.1,10.7,7.2,7.8,0,0.1,0.6,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","15-24",10.5,6.9,8.7,8.9,0.8,0.6,1,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","25-44",15.1,19.1,13.5,13.4,0.5,0,1,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","45-64",19.1,13.3,14.5,10.2,0,0.2,0,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","65+",16,15.3,9.4,11.6,0.1,0.2,0.3,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Maori",15.7,15.1,12.7,12.5,0.2,0.4,0.9,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Pacific",8.7,13.1,10.6,6.8,0.5,0.1,0.2,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Asian",6.5,6.9,5,4.6,0.6,0.5,0.9,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","European/Other",16.7,16.3,13.7,13.3,0.1,0.1,0.8,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Least (1-3)",16.3,16.6,12.2,11.2,0.1,0.1,0.7,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Mid (4-7)",15.4,15.2,13.4,12.5,0.3,0.3,0.7,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Most (8-10)",15.7,10.1,10.4,9.8,0,0.9,0.7,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Non-problem gambler",21.1,19.3,15.9,13.9,0,0,0.2,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Low-risk gambler",51.4,31.2,33.6,49.9,0.9,0.2,0.2,NA,NA
"ind_5","Gambling participation","Any horse/dog races/sports events (NZ)","adults","Moderate-risk or problem gambler",41.5,46.5,47.4,50.1,0.6,0.9,0.9,NA,NA
"ind_50","Current smoking","Never smoker","adults","Total",41.2,40.5,38.4,45.2,0.1,0,0,NA,NA
"ind_50","Current smoking","Never smoker","adults","Men",38,36.9,32.2,40.3,0.5,0.3,0,NA,NA
"ind_50","Current smoking","Never smoker","adults","Women",44.2,44,44.2,49.9,0,0,0,NA,NA
"ind_50","Current smoking","Never smoker","adults","15-24",46.6,53.1,53.3,54.5,0.2,0.8,0.9,NA,NA
"ind_50","Current smoking","Never smoker","adults","25-44",42.8,39.4,38.5,46,0.4,0.1,0,NA,NA
"ind_50","Current smoking","Never smoker","adults","45-64",37,36.9,33.7,43.7,0,0,0,NA,NA
"ind_50","Current smoking","Never smoker","adults","65+",40.2,36.4,31.6,38.3,0.6,0.6,0,NA,NA
"ind_50","Current smoking","Never smoker","adults","Maori",19.9,26,22.2,26.8,0.1,0.9,0.2,NA,NA
"ind_50","Current smoking","Never smoker","adults","Pacific",44.5,38.4,45.3,47.7,0.5,0.1,0.6,NA,NA
"ind_50","Current smoking","Never smoker","adults","Asian",73.3,63.9,69.8,76.1,0.6,0.1,0.2,NA,NA
"ind_50","Current smoking","Never smoker","adults","European/Other",41.7,38.5,33,40.5,0.7,0.4,0,NA,NA
"ind_50","Current smoking","Never smoker","adults","Least (1-3)",43.6,45.1,39.8,52,0.1,0.2,0,NA,NA
"ind_50","Current smoking","Never smoker","adults","Mid (4-7)",42.8,40.1,38,41.9,0.8,0.6,0.2,NA,NA
"ind_50","Current smoking","Never smoker","adults","Most (8-10)",36.7,35.5,37.2,42.6,0.1,0.1,0.1,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","Total",NA,NA,9.8,10.9,NA,NA,0.1,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","Men",NA,NA,10.2,11.6,NA,NA,0.2,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","Women",NA,NA,9.3,9.9,NA,NA,0.4,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","15-24",NA,NA,8,9.7,NA,NA,0.4,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","25-44",NA,NA,9.6,12.1,NA,NA,0,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","45-64",NA,NA,10.8,10.9,NA,NA,0.9,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","65+",NA,NA,10,9.5,NA,NA,0.7,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","Maori",NA,NA,10.2,10.2,NA,NA,1,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","Pacific",NA,NA,8.6,7,NA,NA,0.1,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","European/Other",NA,NA,10.3,11.5,NA,NA,0.2,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","Least (1-3)",NA,NA,9.9,11.3,NA,NA,0.6,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","Mid (4-7)",NA,NA,9.8,11.1,NA,NA,0.3,NA,NA
"ind_51","Current smoking","Average number of cigarettes smoked per day","adults who smoke daily","Most (8-10)",NA,NA,9.7,10.6,NA,NA,0.3,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","Total",NA,8.1,7.2,7,NA,0.3,0.8,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","Men",NA,9.6,7.8,8.7,NA,0.6,0.6,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","Women",NA,6.8,6.7,5.4,NA,0.2,0.2,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","15-24",NA,8.5,7,8.5,NA,1,0.6,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","25-44",NA,11.9,8.5,6.9,NA,0,0.3,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","45-64",NA,7.4,8.9,9.3,NA,0.3,0.8,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","65+",NA,2.8,2.4,2.3,NA,0.6,0.9,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","Maori",NA,19.1,14.7,17.4,NA,0.6,0.4,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","Pacific",NA,13,12.7,10.5,NA,0.5,0.5,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","Asian",NA,5.6,2.1,0.6,NA,0,0.2,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","European/Other",NA,6.8,7,7.2,NA,0.7,0.9,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","Least (1-3)",NA,3.1,3.9,2.3,NA,0.5,0.2,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","Mid (4-7)",NA,6.7,6.6,6.9,NA,0.9,0.8,NA,NA
"ind_52","Current smoking","Addiction to tobacco","adults","Most (8-10)",NA,17.4,12.3,12.8,NA,0.1,0.9,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","Total",15,15.5,14,12.8,0.1,0.1,0.4,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","Men",15.7,18,15.8,15.7,1,0.4,1,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","Women",14.3,13.1,12.4,10.1,0,0.1,0.1,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","15-24",18,16.3,14.5,17.9,1,0.7,0.5,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","25-44",19.4,21.4,17.1,13.2,0,0,0.1,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","45-64",14.6,15.2,15.9,14.5,1,0.8,0.6,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","65+",4.7,5.3,4.9,5.4,0.6,0.9,0.7,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","Maori",32.8,34,28.4,29.9,0.5,0.3,0.7,NA,NA
"ind_55","Current smoking","Smoker - current daily","adults","Pacific",24,24.5,22.3,19.1,0.2,0.3,0.4,NA,NA
